ename,etname
密封垫沟槽,物理施工元素
1倍～1．15倍,属性值
密封垫截面积,属性名
温度变化影响,环境条件
隧道结构,抽象施工元素
气温条件,环境条件
所处地区,空间位置
运营环境,环境条件
所处地区,空间位置
施工条件,环境条件
所处地区,空间位置
连接形式,抽象施工元素
连接紧固件,行为(机器行为、人类行为)
连接形式,抽象施工元素
钢筋混凝土管片间,空间位置
机械性能等级,属性名
钢筋混凝土管片间,空间位置
表面,空间位置
钢筋混凝土管片间,空间位置
材料,物理施工元素
地下环境无污染,效用(充当形容词)
材料,物理施工元素
后期收缩小,效用(充当形容词)
内部承重墙,物理施工元素
后砌,行为(机器行为、人类行为)
隔墙,物理施工元素
后砌,行为(机器行为、人类行为)
基本原则,文件工作成果
分阶段、分等级、分对象,行为(机器行为、人类行为)
安全风险因素,抽象施工元素
工程建设期间,进程工作成果
投入使用,行为(机器行为、人类行为)
地下工程建成,进程工作成果
各种风险,专有名词
投入使用,行为(机器行为、人类行为)
施工方法,抽象施工元素
地下结构,抽象施工元素
工程地质,环境条件
场地,空间位置
方案,文件工作成果
工艺成熟,效用(充当形容词)
方案,文件工作成果
安全稳妥,效用(充当形容词)
方案,文件工作成果
可实施性好,效用(充当形容词)
方案,文件工作成果
实施风险小,效用(充当形容词)
规模,属性名
工程,专有名词
建设时间,属性名
工程,专有名词
桥墩类型,属性名
钢筋混凝土桥墩,物理工作成果
桥梁,空间
铺设无砟轨道结构,抽象施工元素
测点布置,属性名
桥梁,空间
观测频次,属性名
桥梁,空间
观测周期,属性名
桥梁,空间
人群均布荷载值,属性名
部位,空间位置
位置,空间位置
顶梁,物理施工元素
渗漏,行为(机器行为、人类行为)
桥面水,物理施工元素
孔道,抽象施工元素
箱内检查,行为(机器行为、人类行为)
直径,属性名
适当数量,专有名词
通风孔,抽象施工元素
直径,属性名
第10．4节,文件名
本规范,文件名
有关要求,文件工作成果
第10．4节,文件名
设计,行为(机器行为、人类行为)
标准化、模块化、集约化,效用(充当形容词)
土建工程,专有名词
地下车站,建筑
车站结构立柱、墙,物理施工元素
站台计算长度,属性名
距离,属性名
站台边缘,空间位置
站台地面装饰层,抽象施工元素
向内1m范围,空间位置
分隔,抽象施工元素
付费区与非付费区,属性名
平开栅栏门,物理施工元素
向疏散方向开启,行为(机器行为、人类行为)
位置,属性名
广告,专有名词
色彩,属性名
广告,专有名词
车站,建筑
站台门,物理施工元素
房间,空间
噪声源,抽象施工元素
车站轨道区,空间位置
车站,建筑
要求,文件工作成果
功能,专有名词
要求,文件工作成果
城市景观,环境条件
冷却塔,物理施工元素
地下车站,建筑
冷却塔,物理施工元素
地上,空间位置
造型,属性名
冷却塔,物理施工元素
色彩,属性名
冷却塔,物理施工元素
位置,属性名
冷却塔,物理施工元素
倾斜角度,属性名
车站出入口自动扶梯,物理工作成果
自动扶梯,物理工作成果
站台,空间
自动扶梯,物理工作成果
站厅,空间
倾斜角度,属性名
自动扶梯,物理工作成果
通过能力,属性名
换乘设施,抽象施工元素
相邻车站,建筑
换乘节点,专有名词
相应区间,空间位置
换乘节点,专有名词
线位,抽象施工元素
相应区间,空间位置
换乘车站,建筑
同步实施,行为(机器行为、人类行为)
站台层,空间
地上车站,建筑
地下车站出入口,物理施工元素
严寒地区,环境条件
通道口,物理施工元素
地下车站出入口,物理施工元素
降压变电所位置,属性名
地下车站,建筑
横断面,空间位置
排水沟,物理施工元素
加固措施,抽象施工元素
防止冲刷,行为(机器行为、人类行为)
加固措施,抽象施工元素
渗漏,行为(机器行为、人类行为)
安全带内侧,空间位置
站台门,物理施工元素
安全线,物理施工元素
纵向醒目,效用(充当形容词)
设备,抽象施工元素
地下车站,建筑
主通道,物理工作成果
设备,抽象施工元素
主通道,物理工作成果
管理用房有人区,空间位置
消防专用通道,物理工作成果
设备,抽象施工元素
消防专用通道,物理工作成果
管理用房有人区,空间位置
平面位置,空间位置
路肩挡土墙,物理施工元素
直线地段,空间位置
平面位置,空间位置
曲线地段,空间位置
平面位置,空间位置
规定,文件工作成果
曲线路基加宽,抽象施工元素
折线处,空间位置
平面位置,空间位置
总体布局,专有名词
车站,建筑
要求,文件工作成果
城市规划,专有名词
要求,文件工作成果
城市综合交通规划,专有名词
要求,文件工作成果
环境保护,专有名词
要求,文件工作成果
城市景观,专有名词
关系,专有名词
地面建筑,建筑
关系,专有名词
城市道路,物理工作成果
关系,专有名词
地下管线,物理工作成果
关系,专有名词
地下构筑物,物理工作成果
关系,专有名词
交通组织,专有名词
出入口,抽象施工元素
道路两侧,空间位置
间距,属性名
道路红线,物理施工元素
集散场地,空间
一定面积,专有名词
地面标高,属性名
地下车站出入口,空间位置
地面标高,属性名
消防专用出入口,空间位置
地面标高,属性名
无障碍电梯,进程工作成果
300mm～450mm,属性值
室外地面,空间位置
槽高,属性名
防淹闸槽,物理施工元素
建筑形式,抽象施工元素
车站地面出入口,空间位置
弯折,属性名
通道,物理工作成果
弯折角度,属性名
通道,物理工作成果
措施,抽象施工元素
消防疏散要求,文件工作成果
直线距离,属性名
进风亭口部,空间位置
直线距离,属性名
出入口口部,空间位置
自动扶梯,物理工作成果
相对布置,空间位置
工作点间距,属性名
自动扶梯,物理工作成果
障碍物间距,属性名
自动扶梯工作点,空间位置
间距,属性名
楼梯第一级踏步,空间位置
开启净宽度,属性名
滑动门,物理施工元素
站台,空间
呈坡度,属性值
地面,空间位置
站台门,物理施工元素
平整度误差,属性名
站台全长,属性名
车站,建筑
站台门,物理施工元素
端门,物理施工元素
站台侧,空间位置
应急门,物理施工元素
站台侧,空间位置
深度,属性名
无障碍电梯门前等候区,空间位置
侧站台宽度,属性名
站台计算长度,属性名
室外地面高差处,空间位置
电梯平台,空间
《无障碍设计规范》GB 50763,文件名
现行国家标准,文件工作成果
有关规定,文件工作成果
《无障碍设计规范》GB 50763,文件名
设备,抽象施工元素
地上车站,建筑
管理用房,空间
地上车站,建筑
热工设计,文件工作成果
建筑围护结构,抽象施工元素
《公共建筑节能设计标准》GB 50189,文件名
现行国家标准,文件工作成果
有关规定,文件工作成果
《公共建筑节能设计标准》GB 50189,文件名
安全运行,效用(充当形容词)
列车,专有名词
乘坐舒适,效用(充当形容词)
乘客,专有名词
桥梁,物理施工元素
无砟轨道结构,抽象施工元素
测点布置,属性名
沉降观察基准点,空间位置
观测频次,属性名
沉降观察基准点,空间位置
观测周期,属性名
沉降观察基准点,空间位置
徐变上拱度,属性名
预应力混凝土简支梁,物理施工元素
后期徐变上拱值,属性名
无砟桥面梁,空间
连续梁轨道,专有名词
无砟桥面预应力混凝土,物理施工元素
后期徐变量,属性名
连续梁轨道,专有名词
要求,文件工作成果
轨道专业,专有名词
静活载作用,专有名词
列车,专有名词
梁单端竖向转角,属性名
有砟轨道桥梁,空间
梁单端竖向转角,属性名
无砟轨道桥梁,空间
轨道扣件,物理施工元素
梁端处,空间位置
上拔力,属性名
轨道扣件,物理施工元素
横向摇摆力,属性名
列车,专有名词
梁体水平挠度,属性名
桥跨结构,抽象施工元素
一条线,专有名词
同一横断面,属性名
同一横断面,属性名
桥跨结构梁体,物理施工元素
竖向变形差,属性名
钢轨,物理工作成果
钢轨,物理工作成果
一条线,专有名词
耦合振动,专有名词
车桥或风车桥系统,抽象施工元素
自重,属性名
桥梁挡板结构,抽象施工元素
风荷载,属性名
桥梁挡板结构,抽象施工元素
水平推力,属性名
桥梁挡板结构,抽象施工元素
竖向压力,属性名
桥梁挡板结构,抽象施工元素
《铁路工程抗震设计规范》GB 50111,文件名
现行国家标准,文件工作成果
有关规定,文件工作成果
《铁路工程抗震设计规范》GB 50111,文件名
特殊结构桥梁,空间
技术,专有名词
特殊结构桥梁,空间
修复,行为(机器行为、人类行为)
预应力混凝土,物理施工元素
区间桥梁,空间
结构设计,文件工作成果
预应力混凝土,物理施工元素
构造要求,文件工作成果
预应力混凝土,物理施工元素
《铁路桥涵钢筋混凝土和预应力混凝土结构设计规范》TB 10002．3,文件工作成果
现行行业标准,文件工作成果
有关规定,文件工作成果
《铁路桥涵钢筋混凝土和预应力混凝土结构设计规范》TB 10002．3,文件工作成果
容许应力,属性名
材料,物理施工元素
容许应力,属性名
地基,物理施工元素
容许承载力,属性名
单桩轴向,物理施工元素
《铁路工程抗震设计规范》GB 50111,文件工作成果
现行国家标准,文件工作成果
有关规定,文件工作成果
《铁路工程抗震设计规范》GB 50111,文件工作成果
梁,物理施工元素
不大于20m,属性值
《铁路桥梁板式橡胶支座》TB/T 1893,文件工作成果
现行行业标准,文件工作成果
取值,行为(机器行为、人类行为)
《铁路桥梁板式橡胶支座》TB/T 1893,文件工作成果
厚度,属性名
胶垫层,物理施工元素
高架结构,抽象施工元素
牵引,行为(机器行为、人类行为)
高架结构,抽象施工元素
走行轨回流,效用(充当形容词)
《地铁杂散电流腐蚀防护技术规程》CJJ 49,文件工作成果
现行行业标准,文件工作成果
有关规定,文件工作成果
《地铁杂散电流腐蚀防护技术规程》CJJ 49,文件工作成果
措施,抽象施工元素
防止杂散电流腐蚀,行为(机器行为、人类行为)
便道,物理工作成果
养护,行为(机器行为、人类行为)
便道,物理工作成果
维修,行为(机器行为、人类行为)
宽度,属性名
便道,物理工作成果
检修车,专有名词
自行走行升降式桥梁,空间
截面尺寸,属性名
钢筋混凝土,物理施工元素
截面尺寸,属性名
预应力混凝土结构,抽象施工元素
《铁路桥涵钢筋混凝土和预应力混凝土结构设计规范》TB 10002．3,文件工作成果
现行行业标准,文件工作成果
有关规定,文件工作成果
《铁路桥涵钢筋混凝土和预应力混凝土结构设计规范》TB 10002．3,文件工作成果
封锚及接缝处,空间位置
预应力混凝土梁,物理施工元素
部位,空间位置
裂缝,专有名词
防止裂缝,行为(机器行为、人类行为)
普通钢筋,物理施工元素
桥墩,物理施工元素
路中,空间位置
桥墩,物理施工元素
路边,空间位置
腐蚀环境,环境条件
除冰盐溅射,行为(机器行为、人类行为)
部位,空间位置
混凝土水饱和,专有名词
高架结构,抽象施工元素
酸雨地区,空间位置
胶凝材料,物理施工元素
单一,效用(充当形容词)
结构设计,文件工作成果
轨道梁桥,物理工作成果
限值,属性名
悬臂端计算挠度,属性名
计算跨度,属性名
悬臂构件,物理施工元素
悬臂端计算挠度,属性名
独柱式带长悬臂“桥-建”组合结构体系,抽象施工元素
最不利组合,物理施工元素
恒载,属性名
最不利组合,物理施工元素
列车活载,属性名
最不利组合,物理施工元素
人群荷载,属性名
最不利组合,物理施工元素
预应力效应,属性名
最不利组合,物理施工元素
风荷载,属性名
车站,建筑
独柱式带长悬臂“桥-建”组合结构体系,抽象施工元素
最大,效用(充当形容词)
结构整体振动竖向质量参与系数,属性名
自振频率,属性名
最大,效用(充当形容词)
高架车站结构,抽象施工元素
横向三柱及以上,专有名词
《铁路工程抗震设计规范》GB 50111,文件工作成果
现行国家标准,文件工作成果
有关规定,文件工作成果
《建筑抗震设计规范》GB 50011,文件工作成果
轨道梁,物理施工元素
车站高架结构,抽象施工元素
构造要求,文件工作成果
轨道梁,物理施工元素
构造要求,文件工作成果
其支承结构,抽象施工元素
构造要求,文件工作成果
其他构件,物理施工元素
《混凝土结构设计规范》GB 50010,文件工作成果
现行国家标准,文件工作成果
规定,文件工作成果
有关建筑结构设计标准,文件工作成果
要求,文件工作成果
城市规划,专有名词
要求,文件工作成果
行车运营,专有名词
要求,文件工作成果
环境保护,专有名词
要求,文件工作成果
抗震,专有名词
要求,文件工作成果
防水,专有名词
要求,文件工作成果
防火,专有名词
要求,文件工作成果
防护,专有名词
要求,文件工作成果
防腐蚀,专有名词
要求,文件工作成果
施工,专有名词
不利影响,专有名词
环境,专有名词
改变,行为(机器行为、人类行为)
周围环境,专有名词
作用,专有名词
结构,抽象施工元素
线路,抽象施工元素
分期建设,专有名词
设计,行为(机器行为、人类行为)
地下结构,抽象施工元素
特点,属性名
工程建筑物,建筑
具体情况,专有名词
其所在场地,空间位置
《地铁杂散电流腐蚀防护技术规程》CJJ 49,文件工作成果
现行行业标准,文件工作成果
有关规定,文件工作成果
《地铁杂散电流腐蚀防护技术规程》CJJ 49,文件工作成果
措施,抽象施工元素
防止杂散电流腐蚀,行为(机器行为、人类行为)
楼板,物理施工元素
承受,行为(机器行为、人类行为)
实际轴重,属性名
地铁车辆,专有名词
动力作用,专有名词
车辆,专有名词
荷载,属性名
重型设备运输车辆,专有名词
重型设备运输车辆,专有名词
线路,抽象施工元素
计算荷载,属性名
设备区,空间
实际情况,专有名词
检修,行为(机器行为、人类行为)
实际情况,专有名词
正常使用,行为(机器行为、人类行为)
实际情况,专有名词
设备安装,行为(机器行为、人类行为)
实际情况,专有名词
动力效应,专有名词
实际重量,属性名
设备,物理施工元素
实际重量,属性名
重型设备,物理施工元素
动力影响,专有名词
设备,物理施工元素
安装运输途径,专有名词
设备,物理施工元素
荷载大小与范围,属性名
设备,物理施工元素
隧道,空间
道路下方,空间位置
《公路桥涵设计通用规范》JTG D60,文件工作成果
现行行业标准,文件工作成果
有关规定,文件工作成果
《公路桥涵设计通用规范》JTG D60,文件工作成果
荷载,属性名
铁路下方隧道,空间
有关规定,文件工作成果
《铁路桥涵设计基本规范》TB 10002．1,文件工作成果
混凝土,物理施工元素
大体积浇筑,行为(机器行为、人类行为)
连接紧固件,物理施工元素
钢筋混凝土管片间,空间位置
连接形式,属性名
连接紧固件,物理施工元素
机械性能等级,属性名
连接紧固件,物理施工元素
施工方法,抽象施工元素
地下结构,抽象施工元素
工程地质,物理施工元素
场地,空间
水文地质,物理施工元素
场地,空间
埋深,行为(机器行为、人类行为)
场地,空间
安全,效用(充当形容词)
场地,空间
投资,行为(机器行为、人类行为)
场地,空间
工期,属性名
场地,空间
结构,抽象施工元素
顶进法施工,行为(机器行为、人类行为)
长度较大,属性值
结构,抽象施工元素
要求,文件工作成果
地基土质,物理施工元素
要求,文件工作成果
结构断面大小,属性名
要求,文件工作成果
控制顶进方向,属性名
1/2,属性值
中间各节长度,属性名
变形量,属性名
节间接口,抽象施工元素
地铁结构,抽象施工元素
顶进法施工,专有名词
设计,文件工作成果
地铁结构,抽象施工元素
施工缝位置及间距,属性名
现浇混凝土,物理施工元素
施工缝位置及间距,属性名
钢筋混凝土结构,抽象施工元素
经验,专有名词
类似工程,专有名词
地下结构周边构件,物理施工元素
明挖法施工,专有名词
配筋率,属性名
中楼板每侧暴露面上分布钢筋,物理施工元素
配筋率,属性名
地下结构周边构件,物理施工元素
间距,属性名
分布钢筋,物理施工元素
最小配筋率,属性名
分布钢筋,物理施工元素
具体情况,专有名词
地下结构,抽象施工元素
建筑屋面,空间位置
车辆基地,空间
结构防水,行为(机器行为、人类行为)
车辆段上盖物业平台,空间
《屋面工程技术规范》GB 50345,文件工作成果
现行国家标准,文件工作成果
有关规定,文件工作成果
《屋面工程技术规范》GB 50345,文件工作成果
环境温度,属性名
防水混凝土,物理施工元素
氯离子扩散系数,属性名
防水混凝土,物理施工元素
氯离子扩散系数,属性名
装配式钢筋混凝土结构,抽象施工元素
防水,行为(机器行为、人类行为)
工程结构,抽象施工元素
厚度,属性名
防水材料,物理施工元素
需要,行为(机器行为、人类行为)
设备正常运转,行为(机器行为、人类行为)
橡胶类材料,物理施工元素
良好弹性,效用(充当形容词)
橡胶类材料,物理施工元素
遇水膨胀性,效用(充当形容词)
橡胶类材料,物理施工元素
耐久性,效用(充当形容词)
橡胶类材料,物理施工元素
耐水性,效用(充当形容词)
外形,属性名
接缝密封垫,物理施工元素
错位量,属性名
估算,行为(机器行为、人类行为)
技术要求,文件工作成果
不渗漏,效用(充当形容词)
耐水压,效用(充当形容词)
一字缝,属性值
耐水压,效用(充当形容词)
T字缝,属性值
通风,环境条件
地铁,专有名词
空调与供暖系统,抽象施工元素
地铁,专有名词
生理及心理条件要求,文件工作成果
人员,专有名词
空气质量,属性名
地铁内部空气环境,环境条件
温度,属性名
地铁内部空气环境,环境条件
湿度,属性名
地铁内部空气环境,环境条件
气流组织,属性名
地铁内部空气环境,环境条件
气流速度,属性名
地铁内部空气环境,环境条件
压力变化,属性名
地铁内部空气环境,环境条件
噪声,属性名
地铁内部空气环境,环境条件
安防设施,抽象施工元素
地铁工程,专有名词
接口,物理施工元素
设计,行为(机器行为、人类行为)
监控系统,抽象施工元素
设计,行为(机器行为、人类行为)
危险品处理设施,抽象施工元素
设计,行为(机器行为、人类行为)
相关用房,抽象施工元素
设计,行为(机器行为、人类行为)
贯通道,空间
之间,空间位置
短路保护用空气断路器,工具
蓄电池箱,工具
专用端门,物理施工元素
车辆,物理施工元素
下车设施,物理施工元素
车辆,物理施工元素
疏散平台,空间
高架区间,空间
设备,物理施工元素
设计,行为(机器行为、人类行为)
轨底坡,物理施工元素
地段,空间
道口板,物理施工元素
平过道,空间
过渡段,属性名
间,空间位置
位移观测桩,工具
无缝线路,专有名词
一级负荷,专有名词
用电负荷,专有名词
二级负荷,专有名词
用电负荷,专有名词
三级负荷,专有名词
用电负荷,专有名词
应急电源,物理施工元素
重要的负荷,专有名词
牵引变电所,建筑
车辆基地,建筑
牵引整流机组,物理施工元素
牵引变电所,建筑
雷电过电压吸收装置,物理施工元素
直流馈线,物理施工元素
雷电过电压吸收装置,物理施工元素
负母线,物理施工元素
避雷器,物理施工元素
高、低压侧,空间位置
浪涌保护器,物理施工元素
高、低压侧,空间位置
手动隔离开关,物理施工元素
接触网,物理施工元素
低压母线,物理施工元素
电源,抽象施工元素
电压吸收装置,物理施工元素
中压配电回路,抽象施工元素
刚柔过渡设施,抽象施工元素
衔接处,空间位置
避雷器,物理施工元素
架空接触网,物理工作成果
避雷器,物理施工元素
隔离开关处,空间位置
火花间隙,空间
架空地线,物理工作成果
支架,物理施工元素
工作与备用电缆,物理施工元素
左侧,属性名
电力电缆,物理施工元素
隧道两侧,空间位置
电力电缆,物理施工元素
手动隔离开关,物理施工元素
接触网,物理施工元素
绝缘结,物理施工元素
走行轨,物理施工元素
电缆检查井,建筑
隧道外适当位置,空间位置
电力监控系统,抽象施工元素
地铁供电系统,抽象施工元素
排流钢筋网,物理工作成果
无砟道床,物理工作成果
杂散电流监测,专有名词
牵引变电所,建筑
排流设施,抽象施工元素
牵引变电所,建筑
均流线,物理施工元素
上、下行轨道间,空间位置
控制中心调度台,抽象施工元素
控制中心调度大厅内,空间
行车调度电话分机,物理施工元素
处所,组织角色
电力调度电话分机,物理施工元素
处所,组织角色
防灾环控调度电话分机,物理施工元素
处所,组织角色
多路输出接口,抽象施工元素
一级母钟,物理施工元素
多路输出接口,抽象施工元素
二级母钟,物理施工元素
数据接口,抽象施工元素
一级母钟,物理施工元素
ATP车载设备,物理施工元素
首尾两端,空间位置
AFC系统,抽象施工元素
地铁,物理施工元素
维修测试系统,抽象施工元素
自动售检票系统,抽象施工元素
培训系统,抽象施工元素
自动售检票系统,抽象施工元素
专用传输通道,抽象施工元素
互连,专有名词
安全系统,抽象施工元素
独立网络系统间,空间位置
标准通道双向自动检票机,物理施工元素
车站,建筑
双向宽通道自动检票机,物理施工元素
付费区,空间
系统设备用房,建筑
自动售检票系统,抽象施工元素
火灾自动报警系统(FAS),抽象施工元素
车站,建筑
火灾自动报警系统(FAS),抽象施工元素
区间隧道,空间
火灾自动报警系统(FAS),抽象施工元素
区间变电所,物理施工元素
火灾自动报警系统(FAS),抽象施工元素
系统设备用房,物理施工元素
火灾自动报警系统(FAS),抽象施工元素
主变电所,物理施工元素
火灾自动报警系统(FAS),抽象施工元素
集中冷站,建筑
火灾自动报警系统(FAS),抽象施工元素
控制中心,建筑
火灾自动报警系统(FAS),抽象施工元素
车辆基地,空间
触发装置,物理施工元素
火灾自动报警系统,抽象施工元素
火灾探测器,物理施工元素
站厅,空间
火灾探测器,物理施工元素
设备用房,建筑
火灾探测器,物理施工元素
管理用房,建筑
火灾探测器,物理施工元素
配电室,建筑
火灾探测器,物理施工元素
电缆隧道,空间
火灾探测器,物理施工元素
夹层,空间
火灾探测器,物理施工元素
车辆停放车间,建筑
火灾探测器,物理施工元素
维修车间,建筑
火灾探测器,物理施工元素
重要设备用房,建筑
火灾探测器,物理施工元素
可燃物品仓库,建筑
火灾探测器,物理施工元素
变配电室,建筑
火灾探测器,物理施工元素
场所,空间
手动报警装置,物理施工元素
场所,空间
手动报警按钮,物理施工元素
出入口通道,空间
警报音响,工具
公共区域,空间
警钤,工具
办公区走廊,空间
火灾报警控制器,物理施工元素
消防控制室,建筑
消防联动控制器,物理施工元素
消防控制室,建筑
图形显示装置,物理施工元素
消防控制室,建筑
主电源,抽象施工元素
火灾自动报警系统,抽象施工元素
直流备用电源,抽象施工元素
火灾自动报警系统,抽象施工元素
综合监控系统(ISCS),抽象施工元素
地铁,物理施工元素
冗余局域网,抽象施工元素
中央级综合监控系统,抽象施工元素
冗余局域网,抽象施工元素
综合监控系统,抽象施工元素
网络管理系统,抽象施工元素
综合监控系统,抽象施工元素
培训管理系统,抽象施工元素
综合监控系统,抽象施工元素
综合监控系统,抽象施工元素
控制中心楼宇,建筑
综合监控系统(ISCS),专有名词
地铁,建筑
冗余局域网,专有名词
中央级综合监控系统,物理工作成果
冗余局域网,专有名词
车站/车辆基地综合监控系统,物理工作成果
网络管理系统,抽象施工元素
综合监控系统,抽象施工元素
培训管理系统,抽象施工元素
综合监控系统,抽象施工元素
综合监控系统,抽象施工元素
控制中心楼宇,建筑
环境与设备监控系统(BAS),抽象施工元素
地铁系统,抽象施工元素
救灾模式,专有名词
原则,属性名
救灾模式,专有名词
换乘站,建筑
功能性接地,专有名词
控制器,工具
保护性接地,专有名词
控制器,工具
功能性接地,专有名词
计算机设备,物理施工元素
保护性接地,专有名词
计算机设备,物理施工元素
乘客信息系统(PIS),抽象施工元素
地铁,物理工作成果
通信接口,专有名词
环境与设备监控系统,抽象施工元素
通信接口,专有名词
火灾自动报警系统,抽象施工元素
温度及湿度传感器,工具
车站公共区,空间
温度及湿度传感器,工具
车站控制室,空间
温度及湿度传感器,工具
重要设备用房,物理工作成果
计量装置,工具
各用能点,专有名词
网络安全保护措施,文件工作成果
系统网络,抽象施工元素
非线性编辑器,工具
广告管理子系统,物理工作成果
编辑录像机,工具
广告管理子系统,物理工作成果
屏幕编辑预览装置,工具
广告管理子系统,物理工作成果
时钟系统,抽象施工元素
乘客信息系统,物理工作成果
信号系统,抽象施工元素
乘客信息系统,物理工作成果
综合监控系统,抽象施工元素
乘客信息系统,物理工作成果
地铁内部,空间位置
乘客信息系统,物理工作成果
数字电视,物理施工元素
乘客信息系统,物理工作成果
无线电视,物理施工元素
乘客信息系统,物理工作成果
有线电视,物理施工元素
乘客信息系统,物理工作成果
门禁,专有名词
重要设施的通道门,物理工作成果
门禁,专有名词
系统,专有名词
门禁,专有名词
设备用房门,物理工作成果
门禁,专有名词
管理用房门,物理工作成果
其他功能,行为(机器行为、人类行为)
门禁系统,物理工作成果
一级门禁,专有名词
通道门,物理工作成果
一级安全等级,属性值
通道门,物理工作成果
门禁,专有名词
常用门,物理工作成果
一级负荷,专有名词
门禁系统,物理工作成果
一级负荷,专有名词
设备,物理工作成果
运营调度管理,行为(机器行为、人类行为)
运营管理区,空间
技术管理,行为(机器行为、人类行为)
运营管理区,空间
生产和作业管理,行为(机器行为、人类行为)
运营管理区,空间
参观演示室,空间
运营监控区,空间
参观接待室,空间
运营监控区,空间
培训演示室,空间
运营监控区,空间
强、弱电系统,抽象施工元素
控制中心,空间
火灾自动报警,行为(机器行为、人类行为)
控制中心,建筑
环境与设备监控,行为(机器行为、人类行为)
控制中心,建筑
火灾事故广播,行为(机器行为、人类行为)
控制中心,建筑
自动灭火,行为(机器行为、人类行为)
控制中心,建筑
水消防,行为(机器行为、人类行为)
控制中心,建筑
防排烟,行为(机器行为、人类行为)
控制中心,建筑
消防控制室,建筑
控制中心,建筑
闭路电视监视系统,抽象施工元素
分区出入口,空间
闭路电视监视系统,抽象施工元素
主要通道,空间
闭路电视监视系统,抽象施工元素
重要房间,空间
门禁系统,抽象施工元素
分区出入口,空间
门禁系统,抽象施工元素
主要通道,空间
门禁系统,抽象施工元素
重要房间,空间
保安值班室,空间
控制中心,建筑
保安值班室,空间
控制中心,建筑
消防控制室,空间
控制中心,建筑
摄像监视装置,专有名词
自动扶梯,物理工作成果
摄像监视装置,专有名词
自动人行道布置处,空间位置
就地级,属性值
自动扶梯,物理工作成果
车站级,属性值
自动扶梯,物理工作成果
就地级,属性值
自动人行道,物理工作成果
车站级,属性值
自动人行道,物理工作成果
预埋件,工具
各支点,属性名
预留吊装条件,属性名
各支点,属性名
排水设施,专有名词
底坑,空间位置
视频监视装置,物理工作成果
电梯内部,空间
预埋件,物理施工元素
电梯井道,空间
预留孔,物理施工元素
电梯井道,空间
预留槽,物理施工元素
电梯井道,空间
起重吊环,物理施工元素
电梯井道,空间
摄像监视装置,工具
设置处,空间位置
车站控制室,空间
轮椅升降机,工具
护栏,物理施工元素
平台四周,空间
站台门,物理工作成果
车站,建筑
一樘端门,专有名词
两端,空间位置
应急门,物理工作成果
范围内的适当位置,空间位置
中央控制盘,物理施工元素
站台门设备室,空间
接口模块,物理施工元素
站台门设备室,空间
就地控制盘,物理施工元素
每侧站台出站端,空间
控制,行为(机器行为、人类行为)
站台门,物理工作成果
监视,行为(机器行为、人类行为)
站台门,物理工作成果
通透的,效用(充当形容词)
出入线,空间
通透的,效用(充当形容词)
试车线,空间
通透的,效用(充当形容词)
洗车线,空间
通透的,效用(充当形容词)
镟轮线,空间
通透的,效用(充当形容词)
车场线群外侧,空间位置
运用车间,空间
生产机构,专有名词
检修车间,空间
生产机构,专有名词
设备车间,空间
生产机构,专有名词
围蔽设施,物理工作成果
车辆基地,物理工作成果
架空接触网,物理工作成果
各种库线,专有名词
地面接触轨,物理工作成果
各种库线,专有名词
检查坑,专有名词
列检列位,属性名
阶梯踏步,专有名词
两端,空间位置
良好的,效用(充当形容词)
坑内,空间
联系车场,空间
车辆段,空间
联系车场,空间
停车场,空间
联系车场,空间
运用库,空间
配备车辆,物理施工元素
车辆段,空间
配备车辆,物理施工元素
停车场,空间
办公,行为(机器行为、人类行为)
车载通信信号设备,工具
生活,行为(机器行为、人类行为)
车载通信信号设备,工具
动力,专有名词
房屋,建筑
照明,专有名词
房屋,建筑
给排水,专有名词
房屋,建筑
消防,专有名词
房屋,建筑
动力及安全照明插座,工具
列检库检查坑,空间
技术措施,抽象施工元素
车辆基地,空间
防水套管,物理施工元素
管道,物理施工元素
太阳能热水系统,抽象施工元素
热水系统,抽象施工元素
排气阀,物理施工元素
变坡最高点,空间位置
泄水阀,物理施工元素
最低点,空间位置
活塞风泄流风井,物理工作成果
两端,空间位置
活塞风迂回风道,物理工作成果
两端,空间位置
机械通风系统,抽象施工元素
正常通风,环境条件
供暖装置,抽象施工元素
站台,空间
供暖系统,抽象施工元素
站厅,空间
防水层,抽象施工元素
防水,行为(机器行为、人类行为)
注浆系统,抽象施工元素
防水板表面,空间位置
分区系统,抽象施工元素
变形缝部位,空间位置
刚性或柔性永久保护层,抽象施工元素
表面,空间
缓冲层,抽象施工元素
之间,空间位置
建设时间,属性名
地下结构,抽象施工元素
沉降观察基准点,空间位置
桥梁,空间
防水层,抽象施工元素
桥面,空间
伸缩缝,抽象施工元素
梁缝处,空间位置
通风孔,抽象施工元素
箱梁腹板,物理施工元素
位置,空间位置
墩柱顶面,空间
排水坡,物理施工元素
墩柱顶面,空间
支座,物理施工元素
轨道梁简,物理施工元素
非机动车和机动车的停放场地,空间
车站出入口附近,空间位置
站台门,物理施工元素
站台,空间
绝缘处理,行为(机器行为、人类行为)
站台地面装饰层,抽象施工元素
广告,专有名词
车站公共区,空间
裕量,属性名
换乘节点两侧,空间位置
空调候车室,空间
站台层,空间
控制,行为(机器行为、人类行为)
地下车站,建筑
层数,属性名
地下车站,建筑
热风幕,物理施工元素
通道口,物理施工元素
